filename,width,height,class,xmin,ymin,xmax,ymax
red0031.jpg,1,red,291,315,496,548
red0031.jpg,2,red,392,417,496,551
red0031.jpg,3,red,495,521,496,552
red0025.jpg,1,red,99,157,293,419
red0025.jpg,2,red,343,400,302,429
red0025.jpg,3,red,579,641,309,435
red0019.jpg,1,red,121,179,284,412
red0019.jpg,2,red,369,429,287,416
red0019.jpg,3,red,619,682,289,420
red0018.jpg,1,red,201,251,340,452
red0018.jpg,2,red,416,468,346,460
red0018.jpg,3,red,628,679,353,462
red0024.jpg,1,red,203,230,480,539
red0024.jpg,2,red,311,339,483,542
red0024.jpg,3,red,417,445,487,545
red0030.jpg,1,red,43,81,393,483
red0030.jpg,2,red,215,254,399,487
red0030.jpg,3,red,385,425,405,492
red0026.jpg,1,red,153,179,471,534
red0026.jpg,2,red,267,296,474,538
red0026.jpg,3,red,382,411,479,540
red0032.jpg,1,red,221,239,545,581
red0032.jpg,2,red,286,304,547,582
red0032.jpg,3,red,349,366,549,584
red0033.jpg,1,red,98,162,249,389
red0033.jpg,2,red,370,434,254,394
red0033.jpg,3,red,645,709,258,400
red0027.jpg,1,red,34,110,146,319
red0027.jpg,2,red,373,452,148,325
red0027.jpg,3,red,714,796,154,329
red0023.jpg,1,red,4,71,143,317
red0023.jpg,2,red,335,413,156,331
red0023.jpg,3,red,669,748,171,343
red0037.jpg,1,red,113,170,266,400
red0037.jpg,2,red,371,433,270,407
red0037.jpg,3,red,634,696,275,410
red0036.jpg,1,red,28,93,210,360
red0036.jpg,2,red,320,386,226,372
red0036.jpg,3,red,597,664,242,385
red0022.jpg,1,red,186,238,309,429
red0022.jpg,2,red,413,464,319,436
red0022.jpg,3,red,637,693,321,441
red0008.jpg,1,red,190,241,320,435
red0008.jpg,2,red,413,465,325,438
red0008.jpg,3,red,633,689,333,447
red0034.jpg,1,red,85,150,227,376
red0034.jpg,2,red,369,438,231,382
red0034.jpg,3,red,657,729,238,384
red0020.jpg,1,red,333,363,459,526
red0020.jpg,2,red,454,487,462,530
red0020.jpg,3,red,575,608,467,534
red0021.jpg,1,red,300,330,469,532
red0021.jpg,2,red,416,446,473,536
red0021.jpg,3,red,531,561,476,540
red0035.jpg,1,red,53,125,175,338
red0035.jpg,2,red,372,446,180,345
red0035.jpg,3,red,694,770,187,349
red0009.jpg,1,red,94,160,223,371
red0009.jpg,2,red,383,452,226,378
red0009.jpg,3,red,676,746,234,381
red0091.jpg,1,red,159,187,478,537
red0091.jpg,2,red,270,298,481,543
red0091.jpg,3,red,383,409,483,542
red0085.jpg,1,red,289,313,488,545
red0085.jpg,2,red,393,420,488,545
red0085.jpg,3,red,497,525,489,551
red0052.jpg,1,red,79,143,219,369
red0052.jpg,2,red,370,438,221,375
red0052.jpg,3,red,667,736,226,379
red0046.jpg,1,red,271,284,573,598
red0046.jpg,2,red,316,330,575,599
red0046.jpg,3,red,361,375,576,599
red0047.jpg,1,red,77,146,196,354
red0047.jpg,2,red,378,455,203,358
red0047.jpg,3,red,693,764,209,362
red0053.jpg,1,red,29,92,212,360
red0053.jpg,2,red,316,386,225,374
red0053.jpg,3,red,596,663,240,383
red0084.jpg,1,red,149,178,471,532
red0084.jpg,2,red,267,296,474,537
red0084.jpg,3,red,383,409,477,539
red0090.jpg,1,red,77,145,193,352
red0090.jpg,2,red,385,455,197,358
red0090.jpg,3,red,691,769,205,364
red0086.jpg,1,red,25,88,202,360
red0086.jpg,2,red,321,385,220,372
red0086.jpg,3,red,599,668,234,380
red0092.jpg,1,red,101,161,246,386
red0092.jpg,2,red,374,438,252,392
red0092.jpg,3,red,651,715,255,395
red0045.jpg,1,red,48,112,218,368
red0045.jpg,2,red,338,408,229,379
red0045.jpg,3,red,629,692,242,387
red0051.jpg,1,red,384,495,0,192
red0079.jpg,1,red,4,72,146,318
red0079.jpg,2,red,336,414,159,330
red0079.jpg,3,red,665,748,180,342
red0078.jpg,1,red,62,126,241,384
red0078.jpg,2,red,342,405,249,390
red0078.jpg,3,red,614,679,264,400
red0050.jpg,1,red,85,150,226,374
red0050.jpg,2,red,377,440,231,379
red0050.jpg,3,red,663,733,235,382
red0044.jpg,1,red,88,168,103,291
red0044.jpg,2,red,455,539,114,301
red0093.jpg,1,red,76,139,203,358
red0093.jpg,2,red,375,445,210,363
red0093.jpg,3,red,679,754,214,368
red0087.jpg,1,red,4,78,88,278
red0087.jpg,2,red,377,462,93,287
red0087.jpg,3,red,757,798,96,293
red0083.jpg,1,red,93,154,240,382
red0083.jpg,2,red,372,433,242,389
red0083.jpg,3,red,650,717,249,394
red0097.jpg,1,red,319,352,446,519
red0097.jpg,2,red,448,484,449,520
red0097.jpg,3,red,588,615,451,521
red0068.jpg,1,red,41,103,225,373
red0068.jpg,2,red,322,384,239,384
red0068.jpg,3,red,588,652,252,393
red0040.jpg,1,red,201,249,342,450
red0040.jpg,2,red,418,464,347,458
red0040.jpg,3,red,626,679,352,462
red0054.jpg,1,red,32,93,210,363
red0054.jpg,2,red,319,383,230,376
red0054.jpg,3,red,596,661,239,388
red0055.jpg,1,red,42,115,159,329
red0055.jpg,2,red,372,448,160,334
red0055.jpg,3,red,706,785,166,338
red0041.jpg,1,red,4,42,16,235
red0041.jpg,2,red,385,481,23,244
red0069.jpg,1,red,76,96,511,557
red0069.jpg,2,red,161,182,513,561
red0069.jpg,3,red,243,264,516,562
red0096.jpg,1,red,277,309,468,534
red0096.jpg,2,red,394,422,474,538
red0096.jpg,3,red,505,537,479,540
red0082.jpg,1,red,237,260,525,570
red0082.jpg,2,red,314,334,529,571
red0082.jpg,3,red,388,409,531,574
red0094.jpg,1,red,200,251,340,452
